"Gene","CellTypes","Comparisons","Occurrences","Mean_Log2FC","Mean_Abs_Log2FC","MinPadj",".Direction"
"MTX2",2,3,5,-0.0931247573645114,0.517059776005617,1,"drop"
"TCF7L2",2,3,5,0.516947896766049,0.516947896766049,1,"drop"
"CEP44",2,3,5,0.374974372806223,0.5161225656345,1,"drop"
"LMNB2",2,3,5,0.013330056522859,0.514840337398935,1,"drop"
"C19orf38",2,3,5,0.126346653732323,0.514588495238871,1,"drop"
"IER5L",2,3,5,0.401298941377799,0.513877855927911,1,"drop"
"TRIQK",2,3,5,-0.197365675593084,0.5105968849097,1,"drop"
"RMND1",2,3,5,-0.366282823125748,0.510576241034012,1,"drop"
"AC005332.6",2,3,5,0.341054677025628,0.510083085180278,1,"drop"
"STARD3",2,3,5,0.172800935948843,0.508708170029068,1,"drop"
"MPP5",2,3,5,0.211966755767853,0.50582783302222,1,"drop"
"TFEC",2,3,5,-0.298934110561308,0.50547680473631,1,"drop"
"PCYOX1L",2,3,5,-0.0598161032026306,0.505174859231335,1,"drop"
"CARF",2,3,5,0.270782217090564,0.503522676946526,1,"drop"
"PREP",2,3,5,-0.350666271706789,0.499928415928549,1,"drop"
"WDSUB1",2,3,5,-0.49966375805591,0.49966375805591,1,"drop"
"SLC45A3",2,3,5,-0.125043657848155,0.499167065073487,1,"drop"
"MEN1",2,3,5,0.178547991147528,0.499022107374058,1,"drop"
"ATP8B4",2,3,5,-0.108205840214844,0.498103780152817,1,"drop"
"AC005842.1",2,3,5,-0.341429811702718,0.496713228604761,1,"drop"
"TOR3A",2,3,5,-0.197855382785077,0.496648379797263,0.000117569041466832,"drop"
"INO80C",2,3,5,-0.277008671467549,0.496157899063155,1,"drop"
"LIPE-AS1",2,3,5,0.495305198801745,0.495305198801745,1,"drop"
"DROSHA",2,3,5,0.37432645076644,0.493479537301324,1,"drop"
"GNS",2,3,5,-0.386320334149922,0.493391876900541,1,"drop"
"NUDT14",2,3,5,0.213665373649612,0.493196589901069,1,"drop"
"CARM1",2,3,5,0.300104470384264,0.492050661520615,1,"drop"
"SLC12A7",2,3,5,0.487897127161051,0.487897127161051,1,"drop"
"C9orf139",2,3,5,-0.280450597663403,0.487515164890689,0.0551682693662949,"drop"
"CEP290",2,3,5,0.156323228238142,0.482354267042156,1,"drop"
"PLXDC2",2,3,5,0.167312211919982,0.481381082280078,1,"drop"
"COPS7B",2,3,5,0.237834409952897,0.480842618037554,1,"drop"
"UMAD1",2,3,5,0.221845957880583,0.477818518359606,1,"drop"
"ANKRD10",2,3,5,0.211902521195457,0.474696519492954,1,"drop"
"POMGNT1",2,3,5,0.234305959555291,0.474211236329829,1,"drop"
"MTOR",2,3,5,0.013415040519596,0.472929398919406,1,"drop"
"ZC3H7B",2,3,5,0.173765596263737,0.472386090471936,1,"drop"
"LRMDA",2,3,5,-0.212876408322484,0.470505070373671,1,"drop"
"CUTA",2,3,5,0.108708549180894,0.469491611229134,1,"drop"
"THBS1",2,3,5,-0.315130087071736,0.468527322712334,1,"drop"
"RBMXL1",2,3,5,0.365943422631164,0.467895306927593,1,"drop"
"PRMT5",2,3,5,-0.12069205290587,0.464686084146914,1,"drop"
"HACL1",2,3,5,-0.3536107427006,0.461759370125099,1,"drop"
"GSKIP",2,3,5,0.292549202543338,0.461608847172897,1,"drop"
"CALCRL",2,3,5,-0.360283646815974,0.461424537263131,1,"drop"
"NFE2L3",2,3,5,-0.351310095490105,0.460277977998542,1,"drop"
"SIRT6",2,3,5,0.211232491632733,0.457767490024102,1,"drop"
"KLF16",2,3,5,0.14193892769521,0.453609902310639,1,"drop"
"TCAF1",2,3,5,-0.158465885874962,0.452110111437793,1,"drop"
"EIF2B3",2,3,5,0.217269648108168,0.450347486660114,1,"drop"
"RPS20",2,3,5,0.210576234359614,0.449863370362843,1,"drop"
"RAB33B",2,3,5,-0.150685615540665,0.448724957101094,1,"drop"
"AREL1",2,3,5,-0.0838721052351512,0.448438593007812,1,"drop"
"ATP5MPL",2,3,5,-0.0991093042860474,0.447910528542793,1,"drop"
"CCZ1B",2,3,5,0.242434868194233,0.447601464876316,1,"drop"
"TBL2",2,3,5,0.0955484741799202,0.446406676736985,1,"drop"
"DNAJC14",2,3,5,-0.133108742180661,0.444052747156438,1,"drop"
"HGS",2,3,5,-0.141646605155033,0.443575943844796,1,"drop"
"C11orf24",2,3,5,-0.149238935964294,0.440795000961269,1,"drop"
"SLC16A6",2,3,5,0.241498266192831,0.440044038267343,1,"drop"
"ARPIN",2,3,5,0.439234537356567,0.439234537356567,1,"drop"
"STAM2",2,3,5,-0.310333522206974,0.433698870469745,1,"drop"
"FCAR",2,3,5,-0.0195857693086756,0.432475686015001,1,"drop"
"AC139887.2",2,3,5,0.132128185863291,0.430213469535781,1,"drop"
"CNOT6",2,3,5,-0.0288233432404468,0.429765023245458,1,"drop"
"PDE6D",2,3,5,-0.11333706417307,0.427725625622564,1,"drop"
"FER",2,3,5,-0.0783388911210496,0.42761708921126,1,"drop"
"SNTB1",2,3,5,0.0758666816688686,0.427229223083569,1,"drop"
"KPNA2",2,3,5,0.118899926962068,0.426938697455818,1,"drop"
"TMED2",2,3,5,0.299668272951805,0.426058034088685,1,"drop"
"PSEN1",2,3,5,-0.0698804411735846,0.425254101528441,1,"drop"
"SNAPC3",2,3,5,-0.278965315103545,0.424196908435475,1,"drop"
"CD109",2,3,5,0.421242853644068,0.421242853644068,1,"drop"
"TTC9C",2,3,5,-0.420305879918894,0.420305879918894,1,"drop"
"USP46",2,3,5,-0.166263585839564,0.419825253772588,1,"drop"
"AP1S3",2,3,5,0.107183752994966,0.419738973728042,1,"drop"
"ZNF426",2,3,5,0.0991400564894742,0.419641702027195,1,"drop"
"MIATNB",2,3,5,0.258268212327681,0.419032722490181,1,"drop"
"TTC5",2,3,5,-0.265057083811359,0.419017743724164,1,"drop"
"DST",2,3,5,0.418468995754046,0.418468995754046,1,"drop"
"LRRC47",2,3,5,0.282443248391121,0.418447249074409,1,"drop"
"SMIM14",2,3,5,0.0775983719435988,0.415403424276764,1,"drop"
"NEIL1",2,3,5,0.229370884426024,0.414917490135755,1,"drop"
"DYRK4",2,3,5,0.0975215783105114,0.411596435926065,1,"drop"
"RPL7",2,3,5,0.147879842847131,0.411406930355706,1,"drop"
"SYTL2",2,3,5,-0.410657917754088,0.410657917754088,1,"drop"
"COX6C",2,3,5,0.18544530118015,0.409502895458818,1,"drop"
"ERCC6",2,3,5,0.15138731161093,0.408819617584711,1,"drop"
"HCK",2,3,5,-0.305980593519181,0.408812128455451,1,"drop"
"SRP68",2,3,5,-0.25319288406343,0.407908625968069,1,"drop"
"HIST1H1B",2,3,5,0.239970454988837,0.40513196689024,1,"drop"
"PRKACA",2,3,5,0.267723962218351,0.402884891777676,1,"drop"
"AKAP1",2,3,5,-0.208193687869544,0.40163570416097,1,"drop"
"VPS54",2,3,5,-0.220259502835366,0.40107123473059,1,"drop"
"NOP53",2,3,5,0.268819812362498,0.398540980607248,1,"drop"
"NET1",2,3,5,0.138091987628018,0.395494579653574,1,"drop"
"ZNF677",2,3,5,-0.090961367062035,0.395463110957739,1,"drop"
"RNF146",2,3,5,-0.062010585958189,0.388241341662156,1,"drop"
"TRIM24",2,3,5,0.0558850034833834,0.387156026646488,1,"drop"
"FAHD1",2,3,5,-0.38375327654615,0.38375327654615,1,"drop"
"TPPP3",2,3,5,0.38351723183101,0.38351723183101,1,"drop"
"TTC9",2,3,5,-0.244496829293567,0.375594726728411,1,"drop"
"APOOL",2,3,5,0.0878842510774624,0.373473475108172,1,"drop"
"TSC1",2,3,5,-0.231381385399076,0.370884753112438,1,"drop"
"MVD",2,3,5,0.149639055057272,0.370292233847233,1,"drop"
"TAF15",2,3,5,0.150928661123812,0.367414376820259,1,"drop"
"SETD3",2,3,5,0.134852533906436,0.360757790016924,1,"drop"
"GPATCH1",2,3,5,0.0775620226699966,0.360314458247117,1,"drop"
"TFB2M",2,3,5,0.0884403218129938,0.359434344731659,1,"drop"
"PLEKHF1",2,3,5,-0.126413680064114,0.35743217150901,1,"drop"
"REEP3",2,3,5,0.217010424991923,0.342569506786775,1,"drop"
"C11orf54",2,3,5,-0.222518717083795,0.336736132285676,1,"drop"
"CBFA2T2",2,3,5,-0.080539311838299,0.313455646226844,1,"drop"
"NT5E",2,3,5,0.064768550783356,0.292662722510063,1,"drop"
"C5orf15",2,3,5,0.155771419511156,0.280642616392082,1,"drop"
"ID1",2,2,4,-0.269381993195975,3.76656268606295,0.000000628504885649984,"drop"
"AKAP10",2,3,4,0.237039680729387,1.32364589158438,1,"drop"
"TTC33",2,3,4,-1.11587308036152,1.30162160547121,1,"drop"
"FAM13A-AS1",2,2,4,1.22963598447113,1.22963598447113,1,"drop"
"FIG4",2,3,4,1.03116280420995,1.19421746687899,1,"drop"
"KDM1B",2,3,4,-0.73310556187383,1.16946616650944,1,"drop"
"PUS3",2,3,4,0.304350102707591,1.15490842518495,0.0201099566563838,"drop"
"RASD1",2,3,4,0.797091259869735,1.14163139436467,1,"drop"
"KCTD6",2,3,4,0.886733515281267,1.13544082979483,1,"drop"
"PKP2",2,3,4,-0.661276510775793,1.08741819013414,0.0000552006769177769,"drop"
"ANKRD50",2,2,4,-1.05394987778461,1.05394987778461,1,"drop"
"AC003102.1",2,2,4,1.03591417883229,1.03591417883229,1,"drop"
"ALG11",2,3,4,0.809417446205594,1.03544634697349,1,"drop"
"SPRY2",2,2,4,-0.19811706772554,1.03068841260562,1,"drop"
"DTX2",2,2,4,0.337118235010797,1.01132292080445,1,"drop"
"EXOC8",2,3,4,1.00589646581373,1.00589646581373,1,"drop"
"LRRC8B",2,3,4,-0.764424934053921,1.00461273861766,1,"drop"
"PARP15",2,3,4,0.994983292731671,0.994983292731671,1,"drop"
"HRAS",2,3,4,0.636982417634291,0.984325600927634,1,"drop"
"TTN",2,3,4,0.979873814355268,0.979873814355268,1,"drop"
"LRIG2",2,3,4,0.00854325493986778,0.978587201940182,1,"drop"
"GCSAML",2,3,4,-0.756555221996795,0.967011436166078,1,"drop"
"YEATS2",2,3,4,-0.818785841679211,0.964790312410395,1,"drop"
"AC144652.1",2,2,4,-0.247248200349402,0.954993445622838,0.00275476060075894,"drop"
"ZNF875",2,3,4,-0.100727519280774,0.950843117725814,1,"drop"
"RFXAP",2,3,4,-0.478536407363759,0.948932830764644,1,"drop"
"ZNF467",2,3,4,0.455874124306381,0.945040236050969,1,"drop"
"KCNE1",2,3,4,-0.943998565581746,0.943998565581746,0.0552939150937414,"drop"
"SLC26A2",2,3,4,0.248747790089813,0.932859539927881,1,"drop"
"ZNF746",2,3,4,-0.0177734846374105,0.928471840437858,1,"drop"
"PEX13",2,3,4,0.156390866283648,0.921194643157999,1,"drop"
"PREB",2,3,4,-0.920594438594386,0.920594438594386,1,"drop"
"ACSS2",2,3,4,-0.409533006972839,0.919436213360602,1,"drop"
"SELENOO",2,3,4,0.722561403752173,0.914187059723267,1,"drop"
"RMDN3",2,3,4,0.555178131088893,0.910053105701256,1,"drop"
"ERCC4",2,3,4,-0.54922207251077,0.909504826783262,1,"drop"
"AC011939.2",2,2,4,0.201653511739058,0.908645297914747,1,"drop"
"FAM174A",2,3,4,0.378783370906777,0.907549959673293,1,"drop"
"ARL17A",2,3,4,0.215996106080729,0.906826595067089,1,"drop"
"TMEM251",2,3,4,-0.582497578975032,0.901353845533802,1,"drop"
"VMAC",2,3,4,0.324390382191384,0.89657199470785,1,"drop"
"SRGAP3",2,3,4,0.750301233221668,0.893954068885486,1,"drop"
"LTC4S",2,3,4,-0.521021730336688,0.889645036797778,1,"drop"
"NFE2L1",2,3,4,0.152843248991335,0.888248338641356,1,"drop"
"SLC10A7",2,3,4,-0.426477156970707,0.88461850766187,1,"drop"
"UGGT1",2,3,4,-0.445567162195881,0.880093382274515,1,"drop"
"ATPAF2",2,3,4,-0.878850419113058,0.878850419113058,1,"drop"
"AAGAB",2,2,4,0.565766356740025,0.862209098381655,1,"drop"
"ZBTB48",2,3,4,0.501720392558094,0.857661931889656,1,"drop"
"GALNT6",2,3,4,-0.48897947337768,0.846111097729167,1,"drop"
"PRAG1",2,2,4,-0.846006848913427,0.846006848913427,1,"drop"
"ZNF335",2,2,4,-0.213531390556244,0.845988480428963,1,"drop"
"NAA40",2,3,4,0.035593537732353,0.845633465542672,1,"drop"
"ABHD18",2,3,4,0.18208693622537,0.841326858190691,1,"drop"
"ANKRD26",2,3,4,0.214642605033379,0.832969140678085,1,"drop"
"TMED1",2,3,4,-0.828381892949645,0.828381892949645,1,"drop"
"DYRK1B",2,3,4,0.317812594633298,0.826261447638427,1,"drop"
"KDM4A",2,2,4,-0.82080336305501,0.82080336305501,1,"drop"
"TMLHE",2,3,4,0.562760188297793,0.820658218137612,1,"drop"
"PFKFB2",2,2,4,-0.6215243587832,0.82057634055442,1,"drop"
"CPED1",2,3,4,0.314905875521843,0.814387109589397,1,"drop"
"GCN1",2,3,4,0.47598418861437,0.810466289858785,1,"drop"
"SFXN5",2,3,4,0.634515706072857,0.809962611523845,1,"drop"
"TMEM62",2,2,4,0.507031397004072,0.808402209196708,1,"drop"
"AOAH",2,3,4,-0.440591857421806,0.806940440835414,1,"drop"
"KLHL12",2,3,4,0.63347330666514,0.799107331981327,1,"drop"
"MYPOP",2,3,4,-0.314155479920115,0.79589368938745,1,"drop"
"AC090559.1",2,2,4,0.134533939496855,0.79337355822568,1,"drop"
"DDHD2",2,3,4,0.620089074282802,0.788566686094255,1,"drop"
"AL109811.2",2,3,4,0.787250655651654,0.787250655651654,1,"drop"
"LINC01001",2,3,4,-0.572187632369525,0.786852372094434,1,"drop"
"DIS3L",2,3,4,0.205472884626258,0.786635064373625,1,"drop"
"IFFO1",2,3,4,0.556045697994334,0.785457119289114,1,"drop"
"MTMR12",2,3,4,0.334828254622115,0.780427910110042,1,"drop"
"CHST14",2,3,4,-0.342372536716611,0.778378875046745,1,"drop"
"SOCS6",2,3,4,-0.449674942147678,0.77646542480746,1,"drop"
"CYFIP1",2,3,4,0.452778100916427,0.773487499369032,1,"drop"
"ZNF699",2,3,4,0.350320372323199,0.769417243285191,1,"drop"
"HIST2H2BE",2,2,4,0.364088039223181,0.769382659140841,1,"drop"
"ZNF814",2,3,4,0.590203517098915,0.764772773972723,1,"drop"
"NAA35",2,3,4,0.5606661859996,0.764053364020788,1,"drop"
"NDUFAF1",2,3,4,-0.489371828746482,0.76254615372008,1,"drop"
"SNHG10",2,2,4,0.759432005268195,0.759432005268195,1,"drop"
"MARK4",2,3,4,-0.616676187555965,0.757536219394162,1,"drop"
"IDE",2,3,4,-0.142783593190222,0.756932559027642,1,"drop"
"SLC9A9",2,3,4,0.439957701413171,0.75649559832122,1,"drop"
"NUP133",2,3,4,-0.130151195973881,0.755524953432586,1,"drop"
"CPM",2,3,4,-0.6261162373061,0.755141054706776,0.000121432848414601,"drop"
"SLC12A2",2,3,4,0.608056512115197,0.751997249285962,1,"drop"
"PDHX",2,3,4,0.588282354029042,0.749311545463827,1,"drop"
"PAPOLG",2,2,4,-0.745076274382399,0.745076274382399,1,"drop"
"GNPNAT1",2,3,4,-0.498875128731018,0.732610252132459,1,"drop"
"SCN3A",2,3,4,0.29684155151841,0.731878573475959,1,"drop"
"CARS",2,3,4,-0.730674031605017,0.730674031605017,0.0113524046800476,"drop"
"KIF3A",2,3,4,-0.2046790632418,0.728330791432599,1,"drop"
"OSBPL3",2,3,4,0.321850001213852,0.727669900542228,1,"drop"
"RIOK1",2,3,4,-0.475457857092966,0.726844853389776,1,"drop"
"GLMP",2,3,4,-0.726391077650984,0.726391077650984,1,"drop"
"CST7",2,3,4,-0.485300943023171,0.725570605278941,1,"drop"
"DNAJC25",2,2,4,0.725463252843032,0.725463252843032,1,"drop"
"NPEPL1",2,3,4,0.308503502823285,0.720925193773284,1,"drop"
"AL354733.3",2,2,4,0.198875443887978,0.720605525330923,1,"drop"
"GOLPH3L",2,3,4,-0.718388211964319,0.718388211964319,1,"drop"
"KCTD3",2,2,4,-0.716825124659599,0.716825124659599,1,"drop"
"TRMO",2,3,4,0.40590701878671,0.715891685850682,1,"drop"
"PPP1R12B",2,3,4,0.303667880824196,0.714543654220112,1,"drop"
"PLBD2",2,3,4,0.505103424176611,0.71271473029035,1,"drop"
"UBP1",2,3,4,0.574572999671117,0.712536497642002,1,"drop"
"NAT10",2,3,4,-0.568637179084332,0.71113966007187,1,"drop"
"AC016831.1",2,3,4,0.120356145364353,0.709077148746535,1,"drop"
"HCP5",2,3,4,-0.70901060622986,0.70901060622986,1,"drop"
"ID3",2,3,4,-0.299478142352089,0.703642336712092,0.455171299926358,"drop"
"LY6G5B",2,3,4,0.699130184721535,0.699130184721535,1,"drop"
"IGSF8",2,3,4,-0.402049826614564,0.698128054488156,1,"drop"
"Z93930.2",2,2,4,0.697834391287407,0.697834391287407,1,"drop"
"FBXO42",2,3,4,-0.0450082064755867,0.697097787906891,1,"drop"
"AC012146.1",2,3,4,0.113454408928892,0.688386588932462,1,"drop"
"GXYLT1",2,3,4,-0.687929631090157,0.687929631090157,1,"drop"
"ZSWIM6",2,3,4,-0.687174240712016,0.687174240712016,1,"drop"
"IMMP2L",2,3,4,0.686316084507946,0.686316084507946,1,"drop"
"FAM214B",2,3,4,0.338473824818429,0.683066491928192,1,"drop"
"AFF3",2,3,4,0.682798880184043,0.682798880184043,0.000000221615472436615,"drop"
"CHMP1A",2,3,4,-0.681878289179267,0.681878289179267,1,"drop"
"HIST1H2BC",2,3,4,-0.046468253740981,0.680807126455581,1,"drop"
"AP1G2",2,3,4,0.257843609783761,0.680664720343104,1,"drop"
"VIPR2",2,3,4,-0.158776134097526,0.680566994067988,1,"drop"
"UBAP1",2,2,4,0.117981835098129,0.680306083546085,1,"drop"
"B9D2",2,3,4,0.470249743759479,0.679435045315299,1,"drop"
"AL132709.8",2,2,4,-0.122733432570764,0.678953615156406,1,"drop"
"ODF2",2,3,4,0.528773443568148,0.678625315555355,1,"drop"
"OSBPL10",2,2,4,0.119042768814315,0.678413148284352,0.0100207620839084,"drop"
"LINC01588",2,3,4,0.0324214410364515,0.677847085777097,0.886378372833529,"drop"
"ARRDC4",2,3,4,0.677361848774983,0.677361848774983,1,"drop"
"SGPP1",2,2,4,0.28587172150802,0.676948738238101,1,"drop"
"LINC00877",2,3,4,-0.181144415139298,0.67258566273385,0.00696894755461758,"drop"
"AC005921.2",2,3,4,-0.492145163767776,0.671824445938689,1,"drop"
"TMEM128",2,3,4,-0.475921585498615,0.671176159956118,1,"drop"
"DDX55",2,3,4,-0.429568606731517,0.671116819162102,1,"drop"
"CAMKMT",2,3,4,0.00122507058133149,0.670980651284556,1,"drop"
"RBM45",2,3,4,-0.456414831453844,0.67021314016312,1,"drop"
"INPPL1",2,3,4,0.465567713091566,0.66238891729027,1,"drop"
"GHDC",2,3,4,0.247028287973251,0.661444876499414,1,"drop"
"TMEM129",2,3,4,-0.118382311577099,0.660829871802474,1,"drop"
"SMPD4",2,3,4,0.125503969043067,0.65965652402087,0.737767435206632,"drop"
"MRPS18A",2,3,4,-0.657051844920203,0.657051844920203,1,"drop"
"GNPDA1",2,3,4,-0.236485350177353,0.653324098956265,1,"drop"
"AC245060.5",2,3,4,-0.129585761610173,0.652537470735123,1,"drop"
"MTRES1",2,3,4,-0.211470492569676,0.652051819127141,1,"drop"
"TIMM23B",2,2,4,0.651182440077594,0.651182440077594,1,"drop"
"TTLL5",2,3,4,0.51668133333324,0.650088151778939,1,"drop"
"KIF22",2,3,4,0.37935098776682,0.649071719536218,1,"drop"
"BANK1",2,3,4,0.469480248681951,0.649051571414283,1,"drop"
"PRMT3",2,2,4,-0.045786904958399,0.648805002660023,1,"drop"
"MIB2",2,2,4,0.646898708311796,0.646898708311796,1,"drop"
"ATG101",2,3,4,0.31029390522876,0.645601097577655,1,"drop"
"PPP2CB",2,3,4,0.463409222460486,0.645233758495815,1,"drop"
"SLC39A9",2,3,4,0.319038131533537,0.643920045457808,1,"drop"
"ARMC6",2,3,4,-0.408338631043131,0.642681657117721,1,"drop"
"TTC27",2,3,4,-0.641230455490949,0.641230455490949,1,"drop"
"NAGPA",2,3,4,0.312563868348174,0.639012630037593,1,"drop"
"GMPR",2,3,4,-0.143066658409753,0.638819703214496,1,"drop"
"C18orf25",2,3,4,-0.393501800679818,0.637103461831996,1,"drop"
"HAGHL",2,3,4,-0.635972238922074,0.635972238922074,0.0104519093452199,"drop"
"LMBR1",2,3,4,0.460334897704883,0.635533710191648,1,"drop"
"FAM215B",2,3,4,0.633624986384981,0.633624986384981,1,"drop"
"DSE",2,3,4,-0.256388305642937,0.631547315840729,1,"drop"
"STAP1",2,3,4,0.400938278801511,0.629197615106163,1,"drop"
"SAP30L",2,3,4,0.421831492605725,0.625557694298468,1,"drop"
"DUSP10",2,3,4,-0.204851780924671,0.625383007660534,0.331736098640626,"drop"
"DSN1",2,2,4,0.155220873428823,0.62514820561364,1,"drop"
"NOP2",2,3,4,-0.121382829258358,0.625109568864923,1,"drop"
"CASP10",2,3,4,-0.149990699268971,0.624522046883476,1,"drop"
"THBD",2,3,4,-0.277527780479663,0.623594244855151,1,"drop"
"INTS12",2,3,4,-0.058638150372973,0.62319827493589,1,"drop"
"TMEM260",2,3,4,-0.622557431774503,0.622557431774503,1,"drop"
"EFCAB2",2,2,4,-0.485271018198763,0.618107537880025,1,"drop"
"LYRM9",2,3,4,-0.175598379755097,0.617604332342819,1,"drop"
"RNF214",2,3,4,0.488133354275687,0.617266608977517,1,"drop"
"ETAA1",2,2,4,0.032323592655874,0.617107984902427,1,"drop"
"JHY",2,2,4,0.229349338994767,0.61457997237102,1,"drop"
"INSIG2",2,3,4,0.450409716475467,0.611277296394989,1,"drop"
"MSRB1",2,3,4,-0.36779062574632,0.611029098293708,1,"drop"
"HYI",2,2,4,-0.152944735176817,0.61102374176104,1,"drop"
"TMEM115",2,3,4,0.199670020873362,0.610326936150029,1,"drop"
"MFSD14B",2,3,4,0.339128392428563,0.609837886076848,1,"drop"
"CTDNEP1",2,3,4,-0.444984441361317,0.609815083880987,1,"drop"
"PTGIR",2,3,4,0.190917412995911,0.606462324653899,1,"drop"
"RUBCNL",2,3,4,0.31171218622184,0.604789709871839,1,"drop"
"YIPF1",2,3,4,0.451917642920234,0.604146672817775,1,"drop"
"LCLAT1",2,3,4,-0.362365995821283,0.603718044880333,1,"drop"
"FAR2",2,3,4,-0.452857436720853,0.603677379571703,1,"drop"
"MAGED1",2,3,4,-0.46049728593987,0.603080832657469,1,"drop"
"Z83843.1",2,3,4,0.246966979872611,0.60303404234784,1,"drop"
"CSE1L",2,3,4,-0.290464115325081,0.602714634697456,1,"drop"
"TLR10",2,3,4,-0.451654621042379,0.60218260928213,1,"drop"
"MTMR1",2,3,4,0.147638480637801,0.60181167780562,1,"drop"
"RHBDD1",2,3,4,-0.292664318698761,0.601069305039971,1,"drop"
"TACO1",2,3,4,-0.0823456455301805,0.598497750278286,1,"drop"
"CLK2",2,3,4,0.110007235073709,0.598485515216787,1,"drop"
"GDI1",2,3,4,0.197931703301204,0.59540972463778,1,"drop"
"PDSS2",2,2,4,0.11261185474168,0.593726967850601,1,"drop"
"CETN2",2,3,4,0.374682465443493,0.59324168655604,1,"drop"
"FPR2",2,3,4,-0.592835571109513,0.592835571109513,0.010148423615837,"drop"
"TTC3",2,2,4,0.591395122622061,0.591395122622061,1,"drop"
"CD300E",2,2,4,0.418188636812741,0.591297327868929,0.00185304727322852,"drop"
"FBXL6",2,3,4,-0.312378241487818,0.588240881392552,1,"drop"
"NAF1",2,3,4,0.293579273178174,0.58665665749349,1,"drop"
"PRXL2A",2,3,4,0.585538117814936,0.585538117814936,1,"drop"
"ORMDL1",2,2,4,0.584269541081304,0.584269541081304,1,"drop"
"RFX1",2,3,4,-0.582524326029725,0.582524326029725,1,"drop"
"C12orf29",2,3,4,0.581890746267804,0.581890746267804,1,"drop"
"ZNF263",2,3,4,0.233114168711562,0.581730903708619,1,"drop"
"AC090204.1",2,3,4,0.384487186504623,0.580072766668446,1,"drop"
"LZTFL1",2,3,4,0.446491153384345,0.580062912457409,1,"drop"
"ENTPD7",2,2,4,-0.030238551593924,0.579852020602223,1,"drop"
"EFL1",2,2,4,0.167476455573382,0.579433405202684,1,"drop"
"PARP12",2,3,4,-0.0942391408711278,0.578490495932194,1,"drop"
"PRR5L",2,2,4,0.0277569097980825,0.578198615274892,1,"drop"
"CENPX",2,3,4,-0.063653841890959,0.578113158539211,1,"drop"
"VPS52",2,3,4,-0.42036911098358,0.577232264232076,1,"drop"
"PITRM1",2,3,4,0.33829544077614,0.577082680823582,1,"drop"
"ATL2",2,2,4,0.576118928542068,0.576118928542068,1,"drop"
"INO80B",2,3,4,0.575551504092575,0.575551504092575,1,"drop"
"SNAPC2",2,3,4,-0.57545700253644,0.57545700253644,1,"drop"
"C6orf47",2,2,4,-0.574778474837983,0.574778474837983,1,"drop"
"APOO",2,3,4,0.244164920838925,0.572937811400316,1,"drop"
"SLC39A11",2,3,4,0.259037832455637,0.571964659871854,1,"drop"
"AFMID",2,3,4,-0.270990028740223,0.571301117323344,1,"drop"
"NT5C3B",2,3,4,-0.0537444024440805,0.568832464812009,1,"drop"
"EMC1",2,3,4,0.0571625891600198,0.567617467701892,1,"drop"
"CD14",2,3,4,-0.440152769900379,0.567524281011562,0.567413435424385,"drop"
"RNF14",2,3,4,0.437584605340794,0.566837176777492,1,"drop"
"MAP7D3",2,3,4,-0.117496276137175,0.565512565873084,1,"drop"
"PAXIP1-AS1",2,3,4,0.351343442695432,0.563737826253834,1,"drop"
"TXNDC16",2,3,4,-0.089379643904366,0.562944143321888,1,"drop"
"MMS22L",2,3,4,-0.0569443632594435,0.561492714084443,1,"drop"
"FKBP15",2,3,4,0.0117850931862132,0.560632784277583,0.263970493943246,"drop"
"TP53I13",2,3,4,-0.0961292337781837,0.559475254376021,1,"drop"
"MYOF",2,3,4,0.127732081460557,0.557009432416648,1,"drop"
"GDAP2",2,2,4,0.555546679674249,0.555546679674249,1,"drop"
"TFB1M",2,3,4,-0.554914362006382,0.554914362006382,1,"drop"
"MBOAT2",2,3,4,-0.222064665434138,0.55248748482468,1,"drop"
"AC015871.1",2,2,4,-0.552254634923536,0.552254634923536,1,"drop"
"LEMD2",2,3,4,0.55183916896082,0.55183916896082,1,"drop"
"GUF1",2,3,4,0.352270289732977,0.54926130743397,1,"drop"
"AC097448.1",2,3,4,0.230434745572762,0.549189506806708,1,"drop"
"GHITM",2,2,4,0.0689551519777125,0.547461795043662,1,"drop"
"AL391069.2",2,3,4,-0.0563845079792137,0.547362756663385,1,"drop"
"KCNK17",2,3,4,-0.017590501599447,0.547235394794253,1,"drop"
"AC245014.3",2,3,4,-0.0389287266073375,0.547105579837399,1,"drop"
"CCDC125",2,3,4,-0.137585972738338,0.546779384595077,1,"drop"
"FIS1",2,3,4,-0.141025636042011,0.546641049340263,1,"drop"
"AC025171.2",2,3,4,-0.546208326540378,0.546208326540378,1,"drop"
"COG6",2,3,4,-0.158493605161138,0.546041601217403,1,"drop"
"AC147067.1",2,3,4,0.307007978808541,0.545527494368501,1,"drop"
"NELFA",2,3,4,-0.124990721774998,0.545455825999359,1,"drop"
"EIF3E",2,3,4,0.315325091365743,0.544275747817268,1,"drop"
"TCL1A",2,2,4,0.301289979969596,0.543206583745043,0.0000000000000675896461922619,"drop"
"LRRC8C-DT",2,3,4,-0.327428759325532,0.540937306199897,1,"drop"
"RBMS2",2,3,4,-0.540526789489414,0.540526789489414,1,"drop"
"RALGPS2",2,3,4,0.245740955758089,0.540525948282566,1,"drop"
"GALNS",2,3,4,0.192704324871925,0.539844813779568,1,"drop"
"TXNDC17",2,3,4,-0.539416680089308,0.539416680089308,1,"drop"
